Roll_No,Off_Name,County,Ethos,xcoord,ycoord,Long,Lat
04186N,S N BHIORAINN,Cork,CATHOLIC,152015,76419,-8.6978,51.9379
04230N,SCOIL NAOMH EOIN,Cork,CATHOLIC,184386,81872,-8.22732,51.9888
04268P,CLOCHAR NA TOIRBHIRTE,Cork,CATHOLIC,159656,107539,-8.59037,52.2182
04442F,KYLE N S,Cork,CATHOLIC,203932,77867,-7.9428,51.953
04578H,BALLYVONGANE MIXED N S,Cork,CATHOLIC,140954,75828,-8.85853,51.9316
04953H,BALLYHASS MIXED N S,Cork,CATHOLIC,144996,102731,-8.8041,52.1738
05257P,PRESENTATION CONVENT,Cork,CATHOLIC,148672,55361,-8.74329,51.7484
05477G,LARAGH N S,Cork,CATHOLIC,145502,56404,-8.78935,51.7575
05508O,ST COLUMBAS N.S,Cork,CATHOLIC,169486,69073,-8.4431,51.8732
05565D,TRAFRASK MIXED N S,Cork,CATHOLIC,84915,49561,-9.66435,51.6868
05636A,DUNMANWAY MODEL N S,Cork,CHURCH OF IRELAND,122927,52134,-9.11533,51.7164
05656G,S N AN GHOILIN,Cork,CATHOLIC,81051,27977,-9.71289,51.4921
06295F,FREEMOUNT MIXED N S,Cork,CATHOLIC,139672,114355,-8.88399,52.2777
06342L,VICARSTOWN MIXED N S,Cork,CATHOLIC,154917,78207,-8.65584,51.9543
07006A,BALLYCLOUGH MIXED N S,Cork,CATHOLIC,149694,101875,-8.7353,52.1665
07242M,CLOGHROE MIXED N S,Cork,CATHOLIC,157666,74128,-8.61535,51.9178
07651G,CONVENT OF MERCY,Cork,CATHOLIC,139083,41839,-8.87977,51.6259
08393P,S N RATH DUBH,Cork,CATHOLIC,159231,84746,-8.59386,52.0134
08430S,SCOIL NAOMH SEOSAMH,Cork,CATHOLIC,112626,34028,-9.25984,51.5522
08828B,KILCORNEY MIXED N S,Cork,CATHOLIC,134047,90379,-8.96175,52.0616
08972I,CASTLEALACK N S,Cork,CATHOLIC,149017,58863,-8.73881,51.7799
09161W,OUR LADY OF MERCY N S,Cork,CATHOLIC,100191,48317,-9.44315,51.6786
09537S,BALLINADEE N S,Cork,CATHOLIC,156731,51386,-8.6261,51.7133
09815U,TULLASLEASE MIXED N S,Cork,CATHOLIC,135795,118587,-8.9416,52.3153
09872J,CLOGHOOLA MIXED N S,Cork,CATHOLIC,126785,86430,-9.06678,52.0252
10047I,MACROOM CONVENT N S,Cork,CATHOLIC,134142,72696,-8.95697,51.9027
10243I,S N ACHADH EOCHAILLE,Cork,CATHOLIC,138923,50702,-8.88363,51.7055
10499U,KILGARIFFE N S,Cork,CHURCH OF IRELAND,139503,41766,-8.8737,51.6253
10523O,FERMOY ADAIR N S,Cork,CHURCH OF IRELAND,181261,98964,-8.27375,52.1423
10548H,ST BRENDANS NATIONAL SCHOOL,Cork,CHURCH OF IRELAND,99430,48608,-9.45424,51.681
10724B,SOUTH ABBEY NS,Cork,CHURCH OF IRELAND,210823,77406,-7.84257,51.9488
10739O,BALLINCARRIGA MXD N S,Cork,CATHOLIC,128385,50689,-9.03606,51.7042
10771K,COBH N S,Cork,CHURCH OF IRELAND,180258,66619,-8.28654,51.8516
11236Q,NEWMARKET B N S,Cork,CATHOLIC,131378,107392,-9.00409,52.2141
11245R,SN CILL MHIC ABHAIDH,Cork,CATHOLIC,121159,37168,-9.13754,51.5817
11249C,BURNFORT N S,Cork,CATHOLIC,159040,90698,-8.59736,52.0668
11262R,DRUIMNE N S,Cork,CATHOLIC,145507,118359,-8.79915,52.3143
11337W,KILMAGNER N S,Cork,CATHOLIC,188371,96919,-8.16981,52.1242
11496T,Shandrum National School,Cork,CATHOLIC,147731,121777,-8.76707,52.3452
11931L,S N IOSEPH,Cork,CATHOLIC,116594,42947,-9.20476,51.633
11992I,WHITEGATE MIXED N S,Cork,CATHOLIC,183809,63428,-8.23485,51.823
12004A,MALLOW NO 1 N S,Cork,CHURCH OF IRELAND,155699,98624,-8.64711,52.1378
12012W,ST LUKES N S DOUGLAS,Cork,CHURCH OF IRELAND,169995,69100,-8.43571,51.8734
12015F,LISCARROL N S,Cork,CATHOLIC,144993,112173,-8.80568,52.2586
12041G,ST JOHN THE BAPTIST N S,Cork,CHURCH OF IRELAND,188433,73722,-8.16812,51.9157
12147W,S N AN AIRD,Cork,CATHOLIC,136922,35723,-8.90988,51.5707
12169J,TEMPLEBRADY N S,Cork,CHURCH OF IRELAND,179531,60858,-8.29675,51.7998
12259K,S N OIR CHEANN,Cork,CATHOLIC,61713,48525,-9.99928,51.6723
12263B,GOGGINSHILL N S,Cork,CATHOLIC,160165,63563,-8.57781,51.823
12281D,WALTERSTOWN N S,Cork,CATHOLIC,183776,68258,-8.23556,51.8664
12292I,CANOVEE MIXED N S,Cork,CATHOLIC,141102,71076,-8.85557,51.8889
12382J,CURRIGLASS NS,Cork,CATHOLIC,196657,93544,-8.04878,52.0939
12383L,UNION HALL MIXED N S,Cork,CATHOLIC,120694,33976,-9.14353,51.5529
12395S,RUSHEEN NS,Cork,CATHOLIC,137873,76498,-8.90345,51.9373
12446J,S N GLEANN NA HULADH,Cork,CATHOLIC,175154,111352,-8.36387,52.2534
12447L,BALTYDANIEL N S,Cork,CATHOLIC,154194,103997,-8.66982,52.186
12456M,TIMOLEAGUE N S,Cork,CATHOLIC,147152,43538,-8.76351,51.642
12505W,KILBARRY N S,Cork,CATHOLIC,126987,68247,-9.05998,51.8618
12598J,ARDAGH BOYS N S,Cork,CATHOLIC,128679,36852,-9.02899,51.5799
12676D,CLOGHEEN MXD N S,Cork,CATHOLIC,161358,73019,-8.56156,51.9081
12685E,RUSHNACAHARA N S,Cork,CATHOLIC,87608,40389,-9.62247,51.605
12967O,INCHIGEELA N S,Cork,CATHOLIC,122483,65941,-9.12483,51.8405
13031I,ST JOSEPHS CONVENT N S,Cork,CATHOLIC,153313,122730,-8.68529,52.3543
13095L,S N AN DROMA MHOIR,Cork,CATHOLIC,106001,45677,-9.35846,51.6558
13125R,SCOIL DHAIRBHRE,Cork,CATHOLIC,142677,40591,-8.82767,51.6151
13234W,CLOUGHDUV N S,Cork,CATHOLIC,145696,66248,-8.78809,51.846
13286S,TIRELTON N S MXD,Cork,CATHOLIC,131776,65404,-8.9899,51.8368
13375R,SCOIL BHRIDE,Cork,CATHOLIC,146849,52970,-8.76932,51.7267
13402R,KNOCKRAHA N S,Cork,CATHOLIC,176698,78459,-8.33901,51.9579
13450F,Bunscoil Rinn an Chabhlaigh,Cork,CATHOLIC,178283,66443,-8.31519,51.8499
13483U,S N ATH NA LIONTA,Cork,CATHOLIC,156299,90903,-8.63735,52.0685
13512B,SCOIL MHUIRE LOURDES,Cork,CATHOLIC,172628,63042,-8.397,51.8191
13543M,DERRINACAHARA N S,Cork,CATHOLIC,118799,56223,-9.17601,51.7526
13647B,CASTLEMARTYR N S,Cork,CATHOLIC,196495,73179,-8.05094,51.9109
13661S,DUNMANWAY CONVENT N S,Cork,CATHOLIC,123073,52918,-9.11339,51.7235
13662U,DUNMANWAY CONVENT INF,Cork,CATHOLIC,123057,52900,-9.11362,51.7233
13663W,LOWER GLANMIRE N S,Cork,CATHOLIC,171636,74222,-8.4123,51.9195
13728B,CASTLETOWNSEND MXD N S,Cork,CATHOLIC,117011,31472,-9.19603,51.5299
13747F,RIVERSTOWN N S,Cork,CATHOLIC,173032,75356,-8.3921,51.9298
13779S,S N DHROM ATHAIN,Cork,CATHOLIC,152514,94863,-8.6931,52.1038
13828F,DOUGLAS B N S,Cork,CATHOLIC,169673,69081,-8.44038,51.8732
13889C,SHANBALLY N S,Cork,CATHOLIC,175655,64347,-8.35319,51.831
13910N,S N BUN AN TSABHAIRNE,Cork,CATHOLIC,179470,61086,-8.29765,51.8018
13976U,ST MATTHIAS N S,Cork,CHURCH OF IRELAND,98267,35505,-9.46724,51.5631
14002G,KNOCKACLARIG MXD N S,Cork,CATHOLIC,116946,114432,-9.21695,52.2754
14014N,S N BAILE DEASMUMHAN,Cork,CATHOLIC,115515,104059,-9.23532,52.182
14022M,COACHFORD N S,Cork,CATHOLIC,145494,73370,-8.79214,51.9099
14052V,KANTURK B N S,Cork,CATHOLIC,137745,103096,-8.91015,52.1763
14065H,SHERKIN ISLAND N S,Cork,CATHOLIC,102287,25311,-9.40646,51.4722
14107U,CASTLETOWNROCHE N S,Cork,CATHOLIC,168021,102312,-8.46748,52.1718
14116V,KILBRITTAIN MIXED N S,Cork,CATHOLIC,151996,46905,-8.69399,51.6727
14225D,SCOIL BHRIDE,Cork,CATHOLIC,98830,35151,-9.45903,51.56
14227H,KILCOE NS,Cork,CATHOLIC,103624,34985,-9.38987,51.5594
14303U,S N CLEIRE,Cork,CATHOLIC,95859,21289,-9.49777,51.4349
14430E,DERRYCREHA N S,Cork,CATHOLIC,95738,54952,-9.5095,51.7374
14433K,ABBEYSTREWRY N S,Cork,CHURCH OF IRELAND,112551,32725,-9.2606,51.5405
14726C,KINSALE N S,Cork,CHURCH OF IRELAND,164488,50903,-8.51381,51.7095
14784Q,DUNMANWAY B N S,Cork,CATHOLIC,123521,52701,-9.10686,51.7216
14813U,ROSCARBERY CON N S,Cork,CATHOLIC,129023,37192,-9.0241,51.583
14816D,SCOIL LACHTAIN NAOFA,Cork,CATHOLIC,125154,72445,-9.08749,51.8993
14839P,CLONDROHID N S,Cork,CATHOLIC,129760,75606,-9.02122,51.9283
14993C,S N RAE NA NDOIRI,Cork,CATHOLIC,120133,72663,-9.16048,51.9005
15135H,BANTRY BOYS N S,Cork,CATHOLIC,100361,48057,-9.44062,51.6763
15140A,BALLINGREE MXD N S,Cork,CATHOLIC,136484,80963,-8.92447,51.9772
15165Q,BALLINTOTAS N S,Cork,CATHOLIC,193445,72992,-8.09526,51.9092
15346U,S N BAILE AN MHUIRNE,Cork,CATHOLIC,121023,76728,-9.14848,51.9372
15380U,DROMAGH MIXED N S,Cork,CATHOLIC,134967,98432,-8.94987,52.134
15410D,KILCROHANE N S,Cork,CATHOLIC,81998,37794,-9.70255,51.5805
15484J,GLOUNTHAUNE MIXED N.S.,Cork,CATHOLIC,176527,73578,-8.34116,51.914
15516T,CLONPRIEST N S,Cork,CATHOLIC,205394,75217,-7.92158,51.9292
15550T,BALLYHEEDA N S,Cork,CATHOLIC,160606,60122,-8.57102,51.7921
15563F,LISHEEN MIXED N S,Cork,CATHOLIC,104557,31906,-9.37558,51.5318
15594Q,GRANGE FERMOY N S,Cork,CATHOLIC,179067,99904,-8.30586,52.1507
15597W,MACROOM B N S,Cork,CATHOLIC,134362,72659,-8.95377,51.9024
15646J,COOMHOLA N S,Cork,CATHOLIC,99980,55436,-9.44824,51.7425
15701O,BARTLEMY N S,Cork,CATHOLIC,181855,88337,-8.26451,52.0468
15718I,S N SEOSAMH COBH,Cork,CATHOLIC,179896,66916,-8.29181,51.8542
15792U,UPPER GLANMIRE N S,Cork,CATHOLIC,170449,77690,-8.42985,51.9507
15903D,KILLAVULLEN N S,Cork,CATHOLIC,164713,99402,-8.51553,52.1455
16087E,KEALKIL N S,Cork,CATHOLIC,104894,55992,-9.37727,51.7483
16109L,SCOIL REALT NA MARA,Cork,CATHOLIC,198941,64195,-8.01536,51.8301
16128P,Bunscoil na Toirbhirte,Cork,CATHOLIC,181888,112631,-8.26532,52.2652
16159D,Convent National School,Cork,CATHOLIC,156048,99176,-8.64208,52.1428
16246V,DRUMCLUGH N S,Cork,CATHOLIC,106641,52241,-9.35097,51.7149
16259H,KILCOLMAN N S,Cork,CATHOLIC,141007,52486,-8.85379,51.7218
16271U,WATERGRASSHILL N S,Cork,CATHOLIC,176544,84117,-8.34164,52.0087
16286K,CARRIGBOY N S,Cork,CATHOLIC,94532,42119,-9.52308,51.6218
16335U,RYLANE N S,Cork,CATHOLIC,142511,81213,-8.8368,51.9801
16377N,St Marys National School,Cork,CATHOLIC,179715,66911,-8.29444,51.8542
16396R,BOHERBUE N S,Cork,CATHOLIC,126705,101216,-9.07112,52.158
16648S,ATH TREASNA G N S,Cork,CATHOLIC,132376,107289,-8.98947,52.2133
16681Q,SCOIL NA MBRAITHRE,Cork,CATHOLIC,153749,122762,-8.67889,52.3546
16683U,BISHOP MURPHY MEMORIAL SCHOOL,Cork,CATHOLIC,180905,98383,-8.27892,52.1371
16684W,SCOIL NA MBRAITHRE,Cork,CATHOLIC,188337,72876,-8.16949,51.9081
16746S,BALLYGARVAN N S,Cork,CATHOLIC,168183,63493,-8.46151,51.8229
16863W,DESERTSERGES N S,Cork,CHURCH OF IRELAND,138823,53606,-8.88559,51.7316
16876I,S N CAIPIN,Cork,CATHOLIC,131621,60526,-8.99119,51.793
16885J,ADRIGOLE N S,Cork,CATHOLIC,81077,50586,-9.72017,51.6952
16900C,S N PADRAIG NAOFA B,Cork,CATHOLIC,112643,34235,-9.25965,51.5541
16901E,S N PADRAIG NAOFA N B,Cork,CATHOLIC,112637,34255,-9.25974,51.5543
16940O,DUNDAR MHUIGHE N S,Cork,CATHOLIC,159020,52888,-8.59316,51.727
16945B,LISGRIFFIN N S,Cork,CATHOLIC,149179,107988,-8.74374,52.2214
16955E,S N NA MONA FLICHE,Cork,CATHOLIC,132512,79953,-8.98207,51.9677
17011W,MOCOMHOG N S,Cork,CATHOLIC,109725,59858,-9.30833,51.7839
17050J,S N NAOMH SHEAMUIS,Cork,CHURCH OF IRELAND,93770,42126,-9.53408,51.6218
17079K,S N CARRAIG AN IME,Cork,CATHOLIC,128531,81176,-9.04025,51.9782
17087J,S N AN CHLOCHAIR,Cork,CATHOLIC,137900,103207,-8.90791,52.1773
17103E,ST MARYS CONVENT G,Cork,CATHOLIC,182263,73051,-8.25777,51.9095
17112F,BALLYHEA N S,Cork,CATHOLIC,154758,117596,-8.66339,52.3083
17152R,S N CNOC SCEACH,Cork,CATHOLIC,135801,46169,-8.92796,51.6645
17156C,SCOIL NAOMH AINE,Cork,CATHOLIC,153329,122770,-8.68506,52.3546
17168J,S N INIS EOGHANAIN,Cork,CATHOLIC,154706,57365,-8.65618,51.7669
17171V,S N CUILINN UI CAOIMH,Cork,CATHOLIC,123917,95725,-9.11063,52.1083
17245B,DRIPSEY N S,Cork,CATHOLIC,150521,73652,-8.71913,51.913
17251T,OVENS N S,Cork,CATHOLIC,154163,69431,-8.66564,51.8753
17281F,TOGHER N S,Cork,CATHOLIC,120218,57824,-9.15583,51.7672
17297U,S N FEARGHAIL NAOFA,Cork,CATHOLIC,200363,76403,-7.99472,51.9399
17300G,LIOS MAIGHIR,Cork,CATHOLIC,135628,108910,-8.9422,52.2283
17323S,MONKSTOWN N S,Cork,CATHOLIC,177014,66318,-8.3336,51.8488
17324U,SCOIL NAOMH BREANDAN,Cork,CATHOLIC,117201,90801,-9.20745,52.0631
17338I,S N CILL BONAIN,Cork,CATHOLIC,149850,65508,-8.7277,51.8397
17360B,S N MHUIRE,Cork,CATHOLIC,165736,76138,-8.49825,51.9364
17362F,S N BREANDAN NAOFA,Cork,CATHOLIC,133337,93975,-8.9728,52.0938
17363H,SN CROS TSEAIN,Cork,CATHOLIC,179262,61200,-8.30067,51.8028
17505B,S N CILL RUADHAIN,Cork,CATHOLIC,173771,75381,-8.38136,51.9301
17515E,S N ACHADH BOLG,Cork,CATHOLIC,144514,77199,-8.807,51.9443
17527L,SCOIL BHRUGH THUINNE,Cork,CATHOLIC,150207,113215,-8.72947,52.2685
17528N,S N NAOMH CAITRIONA,Cork,CATHOLIC,191887,93799,-8.1184,52.0962
17533G,S N RATHAIN,Cork,CATHOLIC,159453,97209,-8.59211,52.1254
17579H,S N ATH FHADA,Cork,CATHOLIC,185768,65030,-8.2065,51.8375
17600S,S N NA SCAIRTE LEITHE,Cork,CATHOLIC,188933,68427,-8.16069,51.8681
17602W,S N NAOMH LACHTIN,Cork,CATHOLIC,148345,82429,-8.75207,51.9916
17609N,RATHCORMAC N S,Cork,CATHOLIC,180562,91661,-8.28354,52.0767
17639W,SCOIL NA MBRAITHRE,Cork,CATHOLIC,181858,112362,-8.26575,52.2628
17667E,S N PADRAIG NAOFA,Cork,CATHOLIC,163542,81030,-8.53067,51.9803
17706L,S N AN MHAOILINN,Cork,CATHOLIC,129419,113059,-9.03393,52.2648
17715M,S N RATH A BHARRAIGH,Cork,CATHOLIC,134450,34738,-8.94535,51.5616
17754W,S N NAOMH EOIN B,Cork,CATHOLIC,159389,70566,-8.58989,51.8859
17755B,SCOIL NAOMH MHUIRE C,Cork,CATHOLIC,159226,70593,-8.59226,51.8862
17761T,S N MHUIRE,Cork,CATHOLIC,188599,105791,-8.16678,52.2039
17763A,ROCKCHAPEL N S,Cork,CATHOLIC,122212,115920,-9.14015,52.2895
17765E,S N RE NA SCRINE,Cork,CATHOLIC,127163,42060,-9.05194,51.6265
17790D,CURRAGHAGALLA N S,Cork,CATHOLIC,180023,106156,-8.29226,52.2069
17794L,S N AN PHAIRC,Cork,CATHOLIC,204033,81347,-7.94129,51.9843
17804L,S N CNOC NA MANACH,Cork,CATHOLIC,174032,56736,-8.37616,51.7625
17823P,GLANTANE B N S,Cork,CATHOLIC,147755,95408,-8.76264,52.1082
17829E,S N ATH AN MHUILLINN,Cork,CATHOLIC,141813,121143,-8.8538,52.3389
17848I,S N MHUIRE,Cork,CATHOLIC,170945,88232,-8.42353,52.0454
17868O,SCOIL FREASTOGAIL MUIRE,Cork,CATHOLIC,181300,98124,-8.27313,52.1348
17887S,S N NAOMH PADRAIG,Cork,CATHOLIC,156147,98714,-8.64058,52.1387
17921P,S N MOING NA MIOL,Cork,CATHOLIC,151236,87740,-8.71074,52.0396
17950W,SHANAGARRY N S,Cork,CATHOLIC,197569,66875,-8.03529,51.8542
17955J,MUIRE GAN SMAL,Cork,CATHOLIC,184782,99084,-8.22232,52.1435
17972J,S N CILL MHUIRE B,Cork,CATHOLIC,139352,66206,-8.88013,51.8449
18000W,NAOMH MHUIRE B,Cork,CATHOLIC,181917,72944,-8.26279,51.9085
18020F,S N AN GHARRAIN,Cork,CATHOLIC,154785,64593,-8.65597,51.8319
18100D,LISGRIFFIN N S,Cork,CATHOLIC,76434,26105,-9.77869,51.4743
18128C,S N MHUIRE MXD,Cork,CATHOLIC,120545,103334,-9.16162,52.1762
18196T,S N GLEANNAMHAIN,Cork,CATHOLIC,175542,104516,-8.35769,52.192
18246I,S N BAILE MUINE,Cork,CHURCH OF IRELAND,134310,53726,-8.95093,51.7322
18266O,BALLYGOWN NS,Cork,CATHOLIC,164510,104535,-8.51903,52.1916
18279A,St Mary's Church of Ireland N.S,Cork,CHURCH OF IRELAND,173469,63016,-8.3848,51.8189
18296A,DROMDHALLAGH N S,Cork,CATHOLIC,112823,46254,-9.26004,51.6621
18301N,S N MHUIRE B,Cork,CATHOLIC,126786,90274,-9.06759,52.0597
18316D,S N FHURSA,Cork,CATHOLIC,141161,92421,-8.85837,52.0807
18377A,IOSEF NAOFA,Cork,CATHOLIC,180865,99184,-8.27955,52.1443
18422C,SCOIL NA NOG,Cork,CATHOLIC,172697,74104,-8.39687,51.9185
18428O,S N BAILE NORA,Cork,CATHOLIC,161092,66973,-8.56475,51.8538
18431D,SN DROICHEAD NA BANDAN,Cork,CHURCH OF IRELAND,148579,54076,-8.74445,51.7368
18444M,S N CLOGACH,Cork,CATHOLIC,144957,47232,-8.7958,51.675
18461M,S N MUIRE NA DOIRINI,Cork,CATHOLIC,112424,39991,-9.26424,51.6058
18468D,SCOIL MHUIRE,Cork,CATHOLIC,111542,49401,-9.27935,51.6902
18472R,SCOIL CHAITRIONA,Cork,CATHOLIC,192555,88954,-8.10854,52.0526
18475A,S N BAILE UI CHROININ,Cork,CATHOLIC,191757,62784,-8.11955,51.8174
18487H,S N NAOMH MHUIRE,Cork,CATHOLIC,149151,69469,-8.73842,51.8752
18491V,S N GARRAN AN EASAIGH,Cork,CATHOLIC,155667,44100,-8.64057,51.6478
18497K,LITTLE ISLAND NS,Cork,CATHOLIC,175088,72078,-8.36197,51.9004
18535P,ST. JOHNS GIRLS N S,Cork,CATHOLIC,172571,62986,-8.39782,51.8186
18549D,S N CNOC NA CROIGHE,Cork,CATHOLIC,117158,97515,-9.20971,52.1234
18567F,S N INIS,Cork,CATHOLIC,200646,81482,-7.9906,51.9855
18657G,SCOIL NA MBRAITHRE,Cork,CATHOLIC,160247,107927,-8.58177,52.2218
18659K,LISAVAIRD MXD N S,Cork,CATHOLIC,133876,38983,-8.95443,51.5996
18713N,S N FIONAN NA REANNA,Cork,CATHOLIC,174401,52800,-8.37053,51.7271
18829J,S N CHOBH CHIONN TSAILE,Cork,CATHOLIC,165289,50146,-8.50215,51.7028
18883P,S N IOSAGAIN,Cork,CATHOLIC,156080,99229,-8.64162,52.1433
19224D,S N CILLMIN,Cork,CATHOLIC,130266,45861,-9.00789,51.661
19249T,BARRYROE NS,Cork,CATHOLIC,148261,39772,-8.74693,51.6082
19256Q,SCOIL GHOBNATAN,Cork,CATHOLIC,155805,97721,-8.64544,52.1297
19307H,DERRINAGREE N S,Cork,CATHOLIC,129107,97317,-9.03521,52.1233
19342J,SCOIL NAOMH EOIN BAISTE,Cork,CATHOLIC,143086,106830,-8.83271,52.2104
19348V,NEWCESTOWN N S,Cork,CATHOLIC,140013,59202,-8.86933,51.7821
19351K,S N CILL CRIODAIN,Cork,CATHOLIC,201872,70595,-7.97281,51.8877
19381T,RATHMORE N S,Cork,CATHOLIC,106150,28122,-9.35162,51.4981
19404F,SN MHUIRE,Cork,CATHOLIC,172703,99302,-8.39879,52.145
19415K,SCOIL AN ATHAR TADHG,Cork,CATHOLIC,167224,82032,-8.47718,51.9895
19420D,SN FHIACHNA,Cork,CATHOLIC,92741,56556,-9.55337,51.7512
19501D,CAHERMORE NEW CENTRAL S,Cork,CATHOLIC,57213,41195,-10.0613,51.6053
19507P,SCOIL CHAITIGHEIRN,Cork,CATHOLIC,65026,50609,-9.95222,51.6918
19525R,MHICHIL NAOFA,Cork,CATHOLIC,69728,44187,-9.88186,51.6352
19526T,SN CILL DAIRBHRE,Cork,CATHOLIC,170985,110424,-8.42484,52.2449
19557H,CAHERAGH NS,Cork,CATHOLIC,110027,42224,-9.29941,51.6255
19595P,ST MARYS CENTRAL SCHOOL,Cork,CATHOLIC,135260,54220,-8.93727,51.7367
19637F,SCOIL FIONNBARRA,Cork,CATHOLIC,115321,67231,-9.22905,51.851
19672H,SCOIL MUIRE NA NGRAST,Cork,CATHOLIC,166074,54729,-8.49124,51.744
19761G,DUNGOURNEY CENTRAL N SC,Cork,CATHOLIC,193442,79517,-8.09543,51.9678
19771J,SCOIL BARRA,Cork,CATHOLIC,158290,71010,-8.6059,51.8898
19801P,DRIMOLEAGUE JUNIOR SCH,Cork,CATHOLIC,112771,46260,-9.26079,51.6622
19833F,"GAELSCOIL CHORAIN,",Cork,CATHOLIC,210843,77509,-7.84228,51.9497
19839R,GAEL SCOIL UI RIORDAIN,Cork,CATHOLIC,157536,70742,-8.61682,51.8874
19851H,GAELSCOIL DE HIDE,Cork,CATHOLIC,180906,98430,-8.27891,52.1375
19881Q,GAELSCOIL CARRIG UI LEIGHINN,Cork,CATHOLIC,173358,63147,-8.38642,51.8201
19886D,GAEL SCOIL THOMAIS DAIBHIS,Cork,CATHOLIC,156030,97191,-8.64209,52.125
19899M,GAELSCOILE COBH,Cork,CATHOLIC,180280,66881,-8.28623,51.8539
19918N,DRINAGH MIXED NS,Cork,CATHOLIC,120589,44867,-9.1475,51.6508
19977G,BANDON BOYS NS,Cork,CATHOLIC,148704,55418,-8.74283,51.7489
19978I,MAULATRAHANE CENTRAL NS,Cork,CATHOLIC,116821,37975,-9.2003,51.5883
19989N,SCOIL MHUIRE NA TROCAIRE,Cork,CATHOLIC,154268,108712,-8.66937,52.2284
20001N,GAELSCOIL BHEANNTRAI,Cork,CATHOLIC,99842,48430,-9.44823,51.6795
20004T,SCOIL AN CROI RO NAOFA,Cork,CATHOLIC,67827,46105,-9.91003,51.652
20006A,Gaelscoil Mhich�l U� Choile�in,Cork,MULTI DENOMINATIONAL,138706,41243,-8.88511,51.6205
20009G,GAELSCOIL DR M UI SHUILLEABHAIN,Cork,CATHOLIC,112747,34142,-9.25813,51.5533
20022V,SCOIL NA MBUACHAILLI,Cork,CATHOLIC,138298,41230,-8.891,51.6203
20024C,BUN SCOIL MUIRE,Cork,CATHOLIC,210774,77253,-7.84329,51.9474
20025E,GAELSCOIL DROICHEAD NA BANNDAN,Cork,CATHOLIC,148804,54220,-8.74121,51.7381
20049S,RINGASKIDDY LOWER HARBOUR N S,Cork,CATHOLIC,177832,63559,-8.32155,51.824
20088F,"SCOIL MHUIRE N.S.,",Cork,CATHOLIC,92781,31768,-9.5452,51.5285
20105C,STAR OF THE SEA PRIMARY SCHOOL,Cork,CATHOLIC,176413,69238,-8.34252,51.875
20107G,GAELSCOIL MHAINISTIR NA CORANN,Cork,CATHOLIC,188128,73009,-8.17253,51.9092
20151J,GAELSCOIL MHUSCRA�,Cork,CATHOLIC,161346,75767,-8.56204,51.9328
20182U,ST ENDAS NS,Cork,CATHOLIC,124714,59325,-9.09103,51.7813
20204E,Scoil Mh�irtin,Cork,CATHOLIC,183578,102300,-8.24006,52.1724
20222G,SCOIL CHUIL  AODHA  BARR D INSE,Cork,CATHOLIC,116098,75827,-9.21987,51.9284
20239A,GAELSCOIL UI DRISCEOIL,Cork,MULTI DENOMINATIONAL,171255,75407,-8.41794,51.9302
20265B,Gaelscoil Chionn tS�ile,Cork,CATHOLIC,162850,50652,-8.53749,51.7072
20310D,Educate Together Carrigaline,Cork,MULTI DENOMINATIONAL,173543,63677,-8.38378,51.8249
20335T,Scoil Phadraig Naofa,Cork,CATHOLIC,172273,68573,-8.40259,51.8688
20336V,Midleton Educate Together School,Cork,MULTI DENOMINATIONAL,188556,74112,-8.16635,51.9192
20399W,Scoil Chro� �osa,Cork,CATHOLIC,160772.5,75889.17,-8.5704,51.9339
20413N,Douglas Rochestown Educate Together National School,Cork,MULTI DENOMINATIONAL,172440.38,67611.43,-8.40008,51.8602
20435A,Scoil Naomh Eltin,Cork,CATHOLIC,163670.47,50328.86,-8.52558,51.7043
01572D,S N NAOMH PADRAIG,Donegal,CATHOLIC,238664,439251,-7.39275,55.1988
01574H,SCOIL NAOMH I�SAF,Donegal,CATHOLIC,241219,434617,-7.3533,55.157
01733B,ARDARA MIXED N S,Donegal,CHURCH OF IRELAND,173567,390757,-8.41069,54.764
03294L,S N CAISEAL NA GCORR,Donegal,CATHOLIC,191821,426793,-8.1281,55.0884
04809A,SCOIL AN AINGIL CHOIMHEADAI,Donegal,CATHOLIC,173242,416749,-8.41815,54.9975
05164I,SCOIL NAOMH CHOLMCILLE,Donegal,CATHOLIC,185772,446473,-8.22383,55.265
05230S,COMHSCOIL CHONMHA S N,Donegal,CHURCH OF IRELAND,221510,401406,-7.66501,54.8599
07143K,MONREAGH N S,Donegal,PRESBYTERIAN,234829,412223,-7.45628,54.9563
07464H,BROWNEKNOWE N S,Donegal,PRESBYTERIAN,224222,423751,-7.62089,55.0605
07626H,S N AN IORBALL RIABAIGH,Donegal,CATHOLIC,245245,454584,-7.28693,55.336
09009Q,ROCKFIELD N S,Donegal,CATHOLIC,192317,359417,-8.11855,54.4831
09660R,ST FRANCIS NS,Donegal,CATHOLIC,197935,381816,-8.03202,54.6844
09748I,GLENMAQUIN NO 2 N S,Donegal,PRESBYTERIAN,221471,406408,-7.66524,54.9048
10062E,CREESLOUGH N S,Donegal,CHURCH OF IRELAND,205890,430653,-7.90767,55.1231
10595Q,KILBARRON N S,Donegal,CHURCH OF IRELAND,188332,361161,-8.18011,54.4987
11843O,S N NEILL MOR,Donegal,CATHOLIC,171604,376794,-8.43983,54.6384
